transcript_id	transcript_position	estimate	std_err	t_value	p_value	model_error
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1118	1.8718380883750896	0.41288145746047644	4.533596882476306	6.834036680454717e-6	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1148	0.15297754243261488	0.15868992816353128	0.9640028463241238	0.33538222188732214	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1169	1.3966860780356625	0.32438003435353213	4.305709137799326	1.901079233096539e-5	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1175	0.3851811441708317	0.21396445101956635	1.8002109338041774	0.07226022318941201	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1234	1.414148132393323	0.38293001075128624	3.6929676251251426	2.3946386774682536e-4	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1252	0.7287594250099868	3.340265176146483	0.21817412288527477	0.8321600720589774	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1307	-0.015119453116008272	0.15519285327446264	-0.09742364288688682	0.9224179772490338	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1339	-0.04762364215197363	0.1618532883185003	-0.2942395711989381	0.7686687823000863	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1383	0.3165242099734562	0.18535906399699562	1.707627364683858	0.08814701872627899	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1388	2.193396479176477	0.3691044749132743	5.942481406360199	4.420474911363646e-9	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1444	1.3605451013964884	0.29010268481392215	4.689874215639094	3.2996094586846406e-6	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1503	2.9820021492242104	0.39721862209326564	7.507206317542801	1.84544471515849e-13	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1512	-0.04657998812808158	0.11840196531336636	-0.39340553178151666	0.6941396040530361	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1540	-0.36646949899057435	0.17811309208490336	-2.0575101734570125	0.040013485180269946	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1622	0.25867597812081594	0.16761045367274602	1.5433164963915222	0.12330035226921972	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1635	1.6756038271302796	2.2942119315082095	0.7303613951779693	0.48192932735767435	NA
ENST00000029410.10|ENSG00000027847.14|OTTHUMG00000130851.4|OTTHUMT00000253421.2|B4GALT7-201|B4GALT7|1698|protein_coding|	1684	1.646395716931712	0.376815177918409	4.369239386870459	1.7382563230384024e-5	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	43	3.398198544674711	1.5328020557142867	2.216984594981606	0.07742124646040424	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	103	1.470260866584768	0.8099757849152774	1.8151911377678478	0.07133268249122801	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	130	-0.02596854519736036	0.20710861551470566	-0.12538611748634124	0.9003733434653847	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	139	-0.48168236234279194	0.32197185380346294	-1.4960387271516566	0.1365891752300496	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	153	0.2650718098776779	0.39207696262215264	0.6760708614577019	0.4999421745120245	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	162	0.6632399730578584	0.8871954860444238	0.7475691473757663	0.45579063811968834	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	203	2.2071977582601714	0.8551534593185294	2.5810545864119923	0.010730717992217772	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	262	0.33555927724325896	0.16061424467237853	2.0892248874172643	0.038221921587008906	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	283	0.5445303365421109	0.6749743095697472	0.8067423142211354	0.4209833425725573	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	321	0.8846027853906884	0.7036098502064783	1.2572347944405506	0.21041361126834704	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	383	2.390123239986151	0.83833424480296	2.851038538390996	0.004939924060892405	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	402	-0.08121674548787121	0.10222173969492479	-0.794515391053392	0.4279840219344381	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	420	2.1034578615914463	0.8857278161287181	2.3748355005774844	0.018756661406232538	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	434	-0.02311758917017313	0.23495909749276592	-0.09838984494262833	0.9217334471357151	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	448	0.21582603903665631	0.9153086845513481	0.2357959043537827	0.8138667731032418	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	536	0.9163213838924236	0.4653843696859884	1.9689560792742107	0.05087784774306854	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	538	1.7780887527008904	1.1486769451139982	1.5479450164505804	0.13089438117297314	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	565	1.2749421835335737	0.8213758977098841	1.5522030620673173	0.12233195114086574	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	588	0.6472825176092809	0.34359571571536385	1.8838492099985684	0.061302842399407524	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	591	-2.938822746672208	1.5334425225976436	-1.9164870566481083	0.07942313879020045	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	609	2.2504061336135495	0.8460653565231593	2.6598490486141886	0.008531233642856727	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	792	-0.4629859356068261	0.1854747556790431	-2.4962207601340927	0.013390151847354122	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	822	0.03044858851984942	0.20034393300893177	0.15198158517978158	0.8793562085425947	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	993	0.03450174783356477	0.09019671741760697	0.38251666824883596	0.7024560347895566	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	1055	-0.1759391924067095	0.37771034837543094	-0.4658045329269932	0.6418080149257868	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	1152	0.023564503675430594	0.09885059851014577	0.2383850379318846	0.811803359622238	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	1163	0.7245916799002781	0.3577543501291266	2.0253888726684846	0.04400831885113766	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	1236	0.911601055232719	0.6459328199483377	1.4112939102639646	0.15950924273685835	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	1391	1.5067584714882538	0.6555445592108466	2.2984836809600098	0.02237693677795189	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	1452	-0.09942583332029854	0.27263535926589755	-0.3646842932920153	0.7156541493615753	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	1466	0.3158040070121	0.28497011340005435	1.108200446861456	0.26882351558476536	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	1551	0.04108683291625478	0.08862221705451008	0.4636177505126388	0.6433299165264772	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	1583	-0.02501027131941177	0.11849484256883923	-0.21106632809678721	0.8330095465964974	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	1610	0.17515521386208271	0.09051418124041274	1.9351134978159585	0.054090884130551714	NA
ENST00000031146.8|ENSG00000029364.12|OTTHUMG00000171232.6|OTTHUMT00000412994.2|SLC39A9-201|SLC39A9|5192|protein_coding|	1644	0.17478976740532534	0.1904773539995578	0.9176406734720344	0.3596879131069245	NA
